record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
en_ch07_dlg0018,en,7,CHAPTER VII,"He could say nothing more. He suddenly burst into tears. Night had fallen. I had let go of my tools. I made fun of my hammer, my bolt, my thirst and my death. There was on a star, a planet, mine, the Earth, a little prince to console! I took him in my arms. I rocked him. I said to him:",286,61,D000075,little_prince,little_prince,0.65,keyword_rules,sadness,0.6,-1.0,0.69,multilingual_lexicon_character_context_v2,75,align_75_537,0.7309,es_ch07_dlg0023,cosine_multilingual_embeddings_v1,10,0.3059,kmeans_multilingual_embeddings_v1
en_ch07_dlg0019,en,7,CHAPTER VII,Yes. Even flowers that have thorns.,35,6,D000076,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,76,align_76_992,0.8895,fr_ch07_dlg0007,cosine_multilingual_embeddings_v1,7,0.3262,kmeans_multilingual_embeddings_v1
en_ch07_dlg0020,en,7,CHAPTER VII,"Oh ! """,6,3,D000077,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,77,align_77_531,0.6076,es_ch07_dlg0015,cosine_multilingual_embeddings_v1,6,0.3361,kmeans_multilingual_embeddings_v1
en_ch07_dlg0021,en,7,CHAPTER VII,"But no ! But no ! I do not believe anything! I answered anything. I am busy with serious things! """,98,21,D000078,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,78,align_78_998,0.8666,fr_ch07_dlg0014,cosine_multilingual_embeddings_v1,11,0.2063,kmeans_multilingual_embeddings_v1
en_ch07_dlg0022,en,7,CHAPTER VII,A what ?,8,3,D000079,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.75,0.0,0.55,multilingual_lexicon_character_context_v2,79,align_79_1003,0.9144,fr_ch07_dlg0019,cosine_multilingual_embeddings_v1,6,0.3232,kmeans_multilingual_embeddings_v1
en_ch07_dlg0023,en,7,CHAPTER VII,"A fungus ! """,12,4,D000080,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,80,align_80_1004,0.8533,fr_ch07_dlg0020,cosine_multilingual_embeddings_v1,0,0.1537,kmeans_multilingual_embeddings_v1
en_ch08_dlg0000,en,8,CHAPTER VIII,Ah! I'm just waking up ... I beg your pardon ... I'm still disheveled ...,73,15,D000081,little_prince,little_prince,0.6,chapter_dominance,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,81,align_81_1010,0.8236,fr_ch08_dlg0003,cosine_multilingual_embeddings_v1,3,0.2836,kmeans_multilingual_embeddings_v1
en_ch08_dlg0001,en,8,CHAPTER VIII,How beautiful you are !,23,5,D000082,little_prince,little_prince,0.6,chapter_dominance,curiosity,0.4,1.0,0.41,multilingual_lexicon_character_context_v2,82,align_82_542,0.9841,es_ch08_dlg0004,cosine_multilingual_embeddings_v1,3,0.2239,kmeans_multilingual_embeddings_v1
en_ch08_dlg0002,en,8,CHAPTER VIII,the flower replied softly. And I was born at the same time as the sun ...,73,16,D000083,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,83,align_83_1012,0.9717,fr_ch08_dlg0005,cosine_multilingual_embeddings_v1,7,0.3049,kmeans_multilingual_embeddings_v1
en_ch08_dlg0003,en,8,CHAPTER VIII,"It's time, I think, for breakfast,",34,6,D000084,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.65,multilingual_lexicon_character_context_v2,84,align_84_544,0.8024,es_ch08_dlg0006,cosine_multilingual_embeddings_v1,8,0.2405,kmeans_multilingual_embeddings_v1
en_ch08_dlg0004,en,8,CHAPTER VIII,would you have the kindness to think of me?,43,9,D000085,rose,rose,0.55,previous_speaker_window,love,0.3333,0.0,0.6833,multilingual_lexicon_character_context_v2,85,align_85_1008,0.4661,fr_ch08_dlg0001,cosine_multilingual_embeddings_v1,3,0.1949,kmeans_multilingual_embeddings_v1
en_ch08_dlg0005,en,8,CHAPTER VIII,"They can come, the tigers, with their claws!",44,8,D000086,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,86,align_86_1014,0.9706,fr_ch08_dlg0007,cosine_multilingual_embeddings_v1,0,0.2097,kmeans_multilingual_embeddings_v1
en_ch08_dlg0006,en,8,CHAPTER VIII,"objected the little prince, eat grass.",38,6,D000087,little_prince,little_prince,0.65,keyword_rules,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,87,align_87_1015,0.5901,fr_ch08_dlg0008,cosine_multilingual_embeddings_v1,2,0.3166,kmeans_multilingual_embeddings_v1
en_ch08_dlg0007,en,8,CHAPTER VIII,and then the tigers do not,26,6,D000088,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,88,align_88_545,0.7512,es_ch08_dlg0007,cosine_multilingual_embeddings_v1,0,0.1175,kmeans_multilingual_embeddings_v1
en_ch08_dlg0008,en,8,CHAPTER VIII,You would not have a screen?,28,6,D000089,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,89,align_89_549,0.2652,es_ch08_dlg0012,cosine_multilingual_embeddings_v1,11,0.1144,kmeans_multilingual_embeddings_v1
en_ch08_dlg0009,en,8,CHAPTER VIII,"Horror of drafts ... it is not luck, for a plant, had noticed the little prince. This flower is very complicated ...",116,22,D000090,little_prince,little_prince,0.65,keyword_rules,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,90,align_90_1007,0.8666,fr_ch08_dlg0000,cosine_multilingual_embeddings_v1,7,0.4091,kmeans_multilingual_embeddings_v1
en_ch08_dlg0010,en,8,CHAPTER VIII,In the evening you will put me under a globe. It's very cold at home. It's badly installed. Where I come from...,112,22,D000091,little_prince,little_prince,0.7,sandwich_propagation,curiosity,0.5,0.0,0.75,multilingual_lexicon_character_context_v2,91,align_91_1018,0.8799,fr_ch08_dlg0012,cosine_multilingual_embeddings_v1,3,0.2345,kmeans_multilingual_embeddings_v1
en_ch08_dlg0012,en,8,CHAPTER VIII,"Then she had forced her cough to inflict remorse. Thus the little prince, notwithstanding the goodwill of his love, soon doubted her. He had taken unimportant words seriously, and had become very unhappy.",204,33,D000092,little_prince,little_prince,0.65,keyword_rules,love,0.6667,1.0,0.5167,multilingual_lexicon_character_context_v2,92,align_92_1009,0.5056,fr_ch08_dlg0002,cosine_multilingual_embeddings_v1,2,0.2726,kmeans_multilingual_embeddings_v1
en_ch08_dlg0013,en,8,CHAPTER VIII,"he confided to me one day,",26,6,D000093,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.65,multilingual_lexicon_character_context_v2,93,align_93_552,0.5163,es_ch08_dlg0015,cosine_multilingual_embeddings_v1,10,0.2436,kmeans_multilingual_embeddings_v1
en_ch08_dlg0014,en,8,CHAPTER VIII,... He again confided to me:,28,6,D000094,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,0.0,0.65,multilingual_lexicon_character_context_v2,94,align_94_551,0.476,es_ch08_dlg0014,cosine_multilingual_embeddings_v1,10,0.2604,kmeans_multilingual_embeddings_v1
en_ch08_dlg0015,en,8,CHAPTER VIII,"I am not a grass, had gently replied the flower.",48,10,D000095,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,95,align_95_1016,0.9516,fr_ch08_dlg0009,cosine_multilingual_embeddings_v1,7,0.3795,kmeans_multilingual_embeddings_v1
en_ch08_dlg0017,en,8,CHAPTER VIII,"I was going to get him but you were talking to me! """,52,13,D000096,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.75,multilingual_lexicon_character_context_v2,96,align_96_1020,0.857,fr_ch08_dlg0014,cosine_multilingual_embeddings_v1,1,0.22,kmeans_multilingual_embeddings_v1
en_ch09_dlg0000,en,9,CHAPTER IX,You never know!,15,3,D000097,rose,rose,0.6,chapter_dominance,love,0.4,0.0,0.41,multilingual_lexicon_character_context_v2,97,align_97_1021,0.9269,fr_ch09_dlg0000,cosine_multilingual_embeddings_v1,11,0.2443,kmeans_multilingual_embeddings_v1
en_ch09_dlg0003,en,9,CHAPTER IX,"I was a fool,",13,4,D000098,rose,rose,0.6,chapter_dominance,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,98,align_98_556,0.6425,es_ch09_dlg0003,cosine_multilingual_embeddings_v1,10,0.2459,kmeans_multilingual_embeddings_v1
en_ch09_dlg0004,en,9,CHAPTER IX,"He was surprised by the absence of reproaches. He remained there, disconcerted, the globe in the air. He did not understand this quiet sweetness.",145,24,D000099,rose,rose,0.6,chapter_dominance,love,0.4,0.0,0.41,multilingual_lexicon_character_context_v2,99,align_99_554,0.4033,es_ch09_dlg0001,cosine_multilingual_embeddings_v1,10,0.2955,kmeans_multilingual_embeddings_v1
en_ch09_dlg0005,en,9,CHAPTER IX,"said the flower. You did not know, by my fault. It has no importance. But you were as stupid as I was. Task to be happy ... Leave this globe quiet. I do not want it anymore. - But the wind ... - I'm not so cold as that ... The cool air of the night will do me good. I'm a flower. - But the beasts ...",300,68,D000100,rose,rose,0.65,keyword_rules,love,0.3333,1.0,0.7333,multilingual_lexicon_character_context_v2,100,align_100_1024,0.7577,fr_ch09_dlg0004,cosine_multilingual_embeddings_v1,7,0.3838,kmeans_multilingual_embeddings_v1
en_ch09_dlg0006,en,9,CHAPTER IX,"It seems that it is so beautiful. Otherwise who will visit me? You will be far away. As for the big beasts, I fear nothing. I have my claws.",140,29,D000101,rose,rose,0.55,previous_speaker_window,love,0.25,0.0,0.7,multilingual_lexicon_character_context_v2,101,align_101_1028,0.4483,fr_ch09_dlg0008,cosine_multilingual_embeddings_v1,5,0.192,kmeans_multilingual_embeddings_v1
en_ch09_dlg0007,en,9,CHAPTER IX,"Do not drag like that, it's annoying. You decided to leave. Go away.",68,13,D000102,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,102,align_102_1029,0.8896,fr_ch09_dlg0009,cosine_multilingual_embeddings_v1,11,0.2124,kmeans_multilingual_embeddings_v1
en_ch09_dlg0008,en,9,CHAPTER IX,But the wind ...,16,4,D000103,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,103,align_103_558,0.9878,es_ch09_dlg0005,cosine_multilingual_embeddings_v1,8,0.2119,kmeans_multilingual_embeddings_v1
en_ch09_dlg0009,en,9,CHAPTER IX,I'm not so cold as that ... The cool air of the night will do me good. I'm a flower.,84,20,D000104,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.75,multilingual_lexicon_character_context_v2,104,align_104_1026,0.969,fr_ch09_dlg0006,cosine_multilingual_embeddings_v1,7,0.2719,kmeans_multilingual_embeddings_v1
en_ch09_dlg0010,en,9,CHAPTER IX,But the beasts ...,18,4,D000105,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,105,align_105_1027,0.8885,fr_ch09_dlg0007,cosine_multilingual_embeddings_v1,0,0.3274,kmeans_multilingual_embeddings_v1
en_ch10_dlg0000,en,10,CHAPTER X,"Ah! Here is a subject! Cried the king, when he perceived the little prince. And the little prince asked himself:",112,20,D000106,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,106,align_106_1047,0.8581,fr_ch10_dlg0017,cosine_multilingual_embeddings_v1,2,0.5654,kmeans_multilingual_embeddings_v1
en_ch10_dlg0002,en,10,CHAPTER X,"Come closer, I'll see you better,",33,6,D000107,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,107,align_107_1056,0.4909,fr_ch10_dlg0027,cosine_multilingual_embeddings_v1,3,0.2639,kmeans_multilingual_embeddings_v1
en_ch10_dlg0003,en,10,CHAPTER X,"It is contrary to the etiquette of yawning in the presence of a king,",69,14,D000108,king,king,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,108,align_108_1035,0.7123,fr_ch10_dlg0005,cosine_multilingual_embeddings_v1,2,0.2258,kmeans_multilingual_embeddings_v1
en_ch10_dlg0004,en,10,CHAPTER X,"I cannot help myself,",21,4,D000109,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,109,align_109_570,0.5515,es_ch10_dlg0007,cosine_multilingual_embeddings_v1,11,0.1133,kmeans_multilingual_embeddings_v1
en_ch10_dlg0006,en,10,CHAPTER X,I command you to yawn.,22,5,D000110,king,king,0.55,previous_speaker_window,anger,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,110,align_110_1039,0.5461,fr_ch10_dlg0009,cosine_multilingual_embeddings_v1,3,0.2144,kmeans_multilingual_embeddings_v1
en_ch10_dlg0007,en,10,CHAPTER X,That intimidates me ... I cannot ...,36,7,D000111,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.3,multilingual_lexicon_character_context_v2,111,align_111_1038,0.5685,fr_ch10_dlg0008,cosine_multilingual_embeddings_v1,11,0.2278,kmeans_multilingual_embeddings_v1
en_ch10_dlg0008,en,10,CHAPTER X,"For the King was essentially concerned that his authority should be respected. He did not tolerate disobedience. He was an absolute monarch. But as he was very good, he gave reasonable orders.",192,32,D000112,king,king,0.65,keyword_rules,anger,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,112,align_112_577,0.7634,es_ch10_dlg0014,cosine_multilingual_embeddings_v1,2,0.1779,kmeans_multilingual_embeddings_v1
en_ch10_dlg0010,en,10,CHAPTER X,It would be my fault.,21,5,D000113,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,113,align_113_1031,0.5281,fr_ch10_dlg0001,cosine_multilingual_embeddings_v1,10,0.145,kmeans_multilingual_embeddings_v1
en_ch10_dlg0011,en,10,CHAPTER X,"May I sit ? Inquired the little prince, timidly.",48,9,D000114,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,114,align_114_1040,0.9494,fr_ch10_dlg0010,cosine_multilingual_embeddings_v1,2,0.4519,kmeans_multilingual_embeddings_v1
en_ch10_dlg0012,en,10,CHAPTER X,"replied the king, who brought back majestically a piece of his ermine cloak. But the little prince was astonished. The planet was tiny. On what could the king reign?",165,29,D000115,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,115,align_115_1033,0.729,fr_ch10_dlg0003,cosine_multilingual_embeddings_v1,2,0.3851,kmeans_multilingual_embeddings_v1
en_ch10_dlg0015,en,10,CHAPTER X,said the King.,14,3,D000116,king,king,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,116,align_116_1048,0.9242,fr_ch10_dlg0018,cosine_multilingual_embeddings_v1,2,0.3941,kmeans_multilingual_embeddings_v1
en_ch10_dlg0017,en,10,CHAPTER X,"replied the king, with great simplicity. - Mostly ?",51,9,D000117,king,king,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,117,align_117_1045,0.9107,fr_ch10_dlg0015,cosine_multilingual_embeddings_v1,2,0.3167,kmeans_multilingual_embeddings_v1
en_ch10_dlg0018,en,10,CHAPTER X,About all that?,15,3,D000118,king,king,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,118,align_118_1046,0.8285,fr_ch10_dlg0016,cosine_multilingual_embeddings_v1,6,0.3122,kmeans_multilingual_embeddings_v1
en_ch10_dlg0019,en,10,CHAPTER X,"On all that,",12,3,D000119,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,119,align_119_1046,0.6799,fr_ch10_dlg0016,cosine_multilingual_embeddings_v1,6,0.2943,kmeans_multilingual_embeddings_v1
en_ch10_dlg0020,en,10,CHAPTER X,And the stars obey you?,23,5,D000120,king,king,0.65,keyword_rules,anger,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,120,align_120_580,0.9059,es_ch10_dlg0018,cosine_multilingual_embeddings_v1,9,0.3376,kmeans_multilingual_embeddings_v1
en_ch10_dlg0022,en,10,CHAPTER X,"Such a power marveled the little prince. If he had relaxed it himself, he might have been present, not at forty-four, but at seventy-two, or even a hundred, or even two hundred sunsets in the same day, To pull his chair! And as he felt a little sad because of the memory of his little abandoned planet, he boldly solicited a favor from the king:",345,65,D000121,little_prince,little_prince,0.65,keyword_rules,sadness,1.0,-1.0,0.65,multilingual_lexicon_character_context_v2,121,align_121_566,0.7678,es_ch10_dlg0003,cosine_multilingual_embeddings_v1,2,0.404,kmeans_multilingual_embeddings_v1
en_ch10_dlg0023,en,10,CHAPTER X,"If I ordered a general to fly from one flower to another like a butterfly, or write a tragedy, or change into a sea-bird, and if the general did not execute The order received, which of him or of me would be in his wrong?",221,45,D000122,rose,rose,0.65,keyword_rules,curiosity,0.4,0.0,0.71,multilingual_lexicon_character_context_v2,122,align_122_1052,0.9606,fr_ch10_dlg0022,cosine_multilingual_embeddings_v1,7,0.1239,kmeans_multilingual_embeddings_v1
en_ch10_dlg0024,en,10,CHAPTER X,"said the little prince firmly. - Exact. We must demand of each one what each one can give,",90,18,D000123,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,123,align_123_1047,0.6504,fr_ch10_dlg0017,cosine_multilingual_embeddings_v1,2,0.2721,kmeans_multilingual_embeddings_v1
en_ch10_dlg0025,en,10,CHAPTER X,Then my sunset?,15,3,D000124,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,124,align_124_1051,0.7401,fr_ch10_dlg0021,cosine_multilingual_embeddings_v1,8,0.2778,kmeans_multilingual_embeddings_v1
en_ch10_dlg0026,en,10,CHAPTER X,When will it be?,16,4,D000125,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,125,align_125_588,0.9326,es_ch10_dlg0026,cosine_multilingual_embeddings_v1,8,0.0923,kmeans_multilingual_embeddings_v1
en_ch10_dlg0027,en,10,CHAPTER X,"hem! Hem! It will be, towards-towards-it will be this evening towards seven forty! And you will see how well I am obeyed.",121,22,D000126,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,126,align_126_589,0.7211,es_ch10_dlg0027,cosine_multilingual_embeddings_v1,8,0.264,kmeans_multilingual_embeddings_v1
en_ch10_dlg0028,en,10,CHAPTER X,"I have nothing more to do here,",31,7,D000127,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,127,align_127_590,0.8636,es_ch10_dlg0028,cosine_multilingual_embeddings_v1,11,0.1768,kmeans_multilingual_embeddings_v1
en_ch10_dlg0029,en,10,CHAPTER X,"Do not go,",10,3,D000128,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,128,align_128_591,0.5585,es_ch10_dlg0029,cosine_multilingual_embeddings_v1,11,0.2249,kmeans_multilingual_embeddings_v1
en_ch10_dlg0030,en,10,CHAPTER X,But there is no one to judge!,29,7,D000129,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,129,align_129_594,0.9433,es_ch10_dlg0032,cosine_multilingual_embeddings_v1,11,0.209,kmeans_multilingual_embeddings_v1
